ts_ms,target,actual,reclaimed,worker_footprint
1786369809480,268435456,268435456,262471680,1426459240
1786369810687,268435456,268435456,262471680,1426459240
1786369811894,536870912,536870912,530907136,1427147560
1786369813097,536870912,536870912,530907136,1505446792
1786369814308,805306368,805306368,799047680,1615187184
1786369815513,805306368,805306368,799047680,1615236360
1786369816720,1073741824,1073741824,1062486016,1574112640
1786369817924,1073741824,1073741824,1062486016,1574112640
1786369819136,1342177280,1342177280,1330921472,1559121472
1786369820339,1342177280,1342177280,1330921472,1559121472
1786369821551,1610612736,1610612736,1599356928,1542917864
1786369822759,1610612736,1610612736,1599356928,1542917864
1786369823970,1879048192,1879048192,1867186176,1652101128
1786369825181,1879048192,1879048192,1867186176,1653510152
1786369826383,2147483648,2147483648,2128920576,1408192520
1786369827587,2147483648,2147483648,2128920576,1408225312
1786369828796,2415919104,2415919104,2397339648,1316261968
1786369829998,2415919104,2415919104,2397339648,1319571536
1786369831207,2684354560,2684354560,2664923136,1304056080
1786369832415,2684354560,2684354560,2664923136,1304236304
1786369833623,2952790016,2952790016,2930802688,1282838968
1786369834824,2952790016,2952790016,2930802688,1373311512
1786369836036,3221225472,3221225472,3197403136,1409159920
1786369837241,3221225472,3221225472,3197403136,1409159920
1786369838445,3489660928,3489660928,3465101312,1339298688
1786369839655,3489660928,3489660928,3465101312,1339298688
1786369840858,3758096384,3758096384,3733536768,1348392024
1786369842062,3758096384,3758096384,3733536768,1348392024
1786369843264,4026531840,4026531840,4001923072,1353241880
1786369844199,4026531840,4026531840,4001923072,2474252384
1786369844409,4026531840,4026531840,4002037760,2696894944
1786369844620,4026531840,4026531840,4002037760,2697173472
1786369844830,4026531840,4026531840,4002037760,2700696056
1786369845040,4026531840,4026531840,4002037760,2702940664
1786369845714,0,3147825152,4002037760,2729761848
1786369845918,0,2580545536,4002037760,2732268648
1786369846122,0,2032140288,4002037760,2740280568
1786369846323,0,1459617792,4002037760,2740395280
1786369846533,0,826277888,4002037760,2740428048
1786369846743,0,176160768,4002037760,2740428048
1786369846948,0,0,4002037760,2740428048
1786369847160,0,0,4002037760,2740460840
1786369847368,0,0,4002037760,2740460840
1786369847578,0,0,4002037760,2740428048
1786369847780,0,0,4002037760,2740428048
1786369847988,0,0,4002037760,2740460840
1786369848199,0,0,4002037760,2740428048
1786369848412,0,0,4002037760,2740428048
1786369848620,0,0,4002037760,2740460840
1786369848830,0,0,4002037760,2740428048
1786369849041,0,0,4002037760,2740460840
1786369849252,0,0,4002037760,2740428048
1786369849462,0,0,4002037760,2740428048
1786369849674,0,0,4002037760,2740460840
1786369849883,0,0,4002037760,2740428048
1786369850085,0,0,4002037760,2740428048
1786369850288,0,0,4002037760,2740428048
1786369850497,0,0,4002037760,2740428048
1786369850699,0,0,4002037760,2740428048
